2016-07-21 10:00:07,402 WARN  [SoapUI] Missing folder [/home/tommaso/git/MultiLayer_Monitor/AD_MultiLayer_Monitor_Master/./ext] for external libraries
2016-07-21 10:00:07,403 INFO  [DefaultSoapUICore] Creating new settings at [/home/tommaso/soapui-settings.xml]
2016-07-21 10:00:09,682 INFO  [SchemaUtils] Added default schema from file:/home/tommaso/git/MultiLayer_Monitor/TestProject/WorkloadGenerator_lib/soapui-4.6.0.jar!/com/eviware/soapui/resources/xsds/xop.xsd with targetNamespace http://www.w3.org/2004/08/xop/include
2016-07-21 10:00:09,878 INFO  [SchemaUtils] Added default schema from file:/home/tommaso/git/MultiLayer_Monitor/TestProject/WorkloadGenerator_lib/soapui-4.6.0.jar!/com/eviware/soapui/resources/xsds/XMLSchema.xsd with targetNamespace http://www.w3.org/2001/XMLSchema
2016-07-21 10:00:09,886 INFO  [SchemaUtils] Added default schema from file:/home/tommaso/git/MultiLayer_Monitor/TestProject/WorkloadGenerator_lib/soapui-4.6.0.jar!/com/eviware/soapui/resources/xsds/xml.xsd with targetNamespace http://www.w3.org/XML/1998/namespace
2016-07-21 10:00:09,888 INFO  [SchemaUtils] Added default schema from file:/home/tommaso/git/MultiLayer_Monitor/TestProject/WorkloadGenerator_lib/soapui-4.6.0.jar!/com/eviware/soapui/resources/xsds/swaref.xsd with targetNamespace http://ws-i.org/profiles/basic/1.1/xsd
2016-07-21 10:00:09,889 INFO  [SchemaUtils] Added default schema from file:/home/tommaso/git/MultiLayer_Monitor/TestProject/WorkloadGenerator_lib/soapui-4.6.0.jar!/com/eviware/soapui/resources/xsds/xmime200505.xsd with targetNamespace http://www.w3.org/2005/05/xmlmime
2016-07-21 10:00:09,894 INFO  [SchemaUtils] Added default schema from file:/home/tommaso/git/MultiLayer_Monitor/TestProject/WorkloadGenerator_lib/soapui-4.6.0.jar!/com/eviware/soapui/resources/xsds/xmime200411.xsd with targetNamespace http://www.w3.org/2004/11/xmlmime
2016-07-21 10:00:09,908 INFO  [SchemaUtils] Added default schema from file:/home/tommaso/git/MultiLayer_Monitor/TestProject/WorkloadGenerator_lib/soapui-4.6.0.jar!/com/eviware/soapui/resources/xsds/soapEnvelope.xsd with targetNamespace http://schemas.xmlsoap.org/soap/envelope/
2016-07-21 10:00:09,935 INFO  [SchemaUtils] Added default schema from file:/home/tommaso/git/MultiLayer_Monitor/TestProject/WorkloadGenerator_lib/soapui-4.6.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding.xsd with targetNamespace http://schemas.xmlsoap.org/soap/encoding/
2016-07-21 10:00:09,944 INFO  [SchemaUtils] Added default schema from file:/home/tommaso/git/MultiLayer_Monitor/TestProject/WorkloadGenerator_lib/soapui-4.6.0.jar!/com/eviware/soapui/resources/xsds/soapEnvelope12.xsd with targetNamespace http://www.w3.org/2003/05/soap-envelope
2016-07-21 10:00:09,964 INFO  [SchemaUtils] Added default schema from file:/home/tommaso/git/MultiLayer_Monitor/TestProject/WorkloadGenerator_lib/soapui-4.6.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding12.xsd with targetNamespace http://www.w3.org/2003/05/soap-encoding
2016-07-21 10:00:14,139 INFO  [SchemaUtils] Loading schema types from [http://10196:resiltech@192.168.2.151:8080/api/axis/Portal_UserService?wsdl]
2016-07-21 10:00:14,145 INFO  [SchemaUtils] Getting schema http://10196:resiltech@192.168.2.151:8080/api/axis/Portal_UserService?wsdl
2016-07-21 10:00:15,259 INFO  [WsdlImporter] Finding importer for {urn:http.service.portal.liferay.com}Portal_UserServiceSoapBinding
2016-07-21 10:00:15,265 INFO  [WsdlImporter] Importing binding {urn:http.service.portal.liferay.com}Portal_UserServiceSoapBinding
2016-07-21 10:00:15,300 INFO  [Soap11HttpBindingImporter] importing endpoint http://192.168.2.151:8080/api/axis/Portal_UserService
2016-07-21 10:00:15,415 INFO  [Soap11HttpBindingImporter] importing operation addGroupUsers
2016-07-21 10:00:15,434 INFO  [Soap11HttpBindingImporter] importing operation addOrganizationUsers
2016-07-21 10:00:15,435 INFO  [Soap11HttpBindingImporter] importing operation addPasswordPolicyUsers
2016-07-21 10:00:15,436 INFO  [Soap11HttpBindingImporter] importing operation addRoleUsers
2016-07-21 10:00:15,437 INFO  [Soap11HttpBindingImporter] importing operation addTeamUsers
2016-07-21 10:00:15,437 INFO  [Soap11HttpBindingImporter] importing operation addUser
2016-07-21 10:00:15,438 INFO  [Soap11HttpBindingImporter] importing operation addUser
2016-07-21 10:00:15,438 INFO  [Soap11HttpBindingImporter] importing operation addUserGroupUsers
2016-07-21 10:00:15,439 INFO  [Soap11HttpBindingImporter] importing operation addUserWithWorkflow
2016-07-21 10:00:15,440 INFO  [Soap11HttpBindingImporter] importing operation addUserWithWorkflow
2016-07-21 10:00:15,441 INFO  [Soap11HttpBindingImporter] importing operation deletePortrait
2016-07-21 10:00:15,441 INFO  [Soap11HttpBindingImporter] importing operation deleteRoleUser
2016-07-21 10:00:15,442 INFO  [Soap11HttpBindingImporter] importing operation deleteUser
2016-07-21 10:00:15,443 INFO  [Soap11HttpBindingImporter] importing operation getCompanyUsers
2016-07-21 10:00:15,443 INFO  [Soap11HttpBindingImporter] importing operation getCompanyUsersCount
2016-07-21 10:00:15,444 INFO  [Soap11HttpBindingImporter] importing operation getDefaultUserId
2016-07-21 10:00:15,445 INFO  [Soap11HttpBindingImporter] importing operation getGroupUserIds
2016-07-21 10:00:15,446 INFO  [Soap11HttpBindingImporter] importing operation getGroupUsers
2016-07-21 10:00:15,446 INFO  [Soap11HttpBindingImporter] importing operation getOrganizationUserIds
2016-07-21 10:00:15,447 INFO  [Soap11HttpBindingImporter] importing operation getOrganizationUsers
2016-07-21 10:00:15,447 INFO  [Soap11HttpBindingImporter] importing operation getRoleUserIds
2016-07-21 10:00:15,448 INFO  [Soap11HttpBindingImporter] importing operation getUserByEmailAddress
2016-07-21 10:00:15,448 INFO  [Soap11HttpBindingImporter] importing operation getUserById
2016-07-21 10:00:15,449 INFO  [Soap11HttpBindingImporter] importing operation getUserByScreenName
2016-07-21 10:00:15,450 INFO  [Soap11HttpBindingImporter] importing operation getUserGroupUsers
2016-07-21 10:00:15,450 INFO  [Soap11HttpBindingImporter] importing operation getUserIdByEmailAddress
2016-07-21 10:00:15,451 INFO  [Soap11HttpBindingImporter] importing operation getUserIdByScreenName
2016-07-21 10:00:15,451 INFO  [Soap11HttpBindingImporter] importing operation hasGroupUser
2016-07-21 10:00:15,452 INFO  [Soap11HttpBindingImporter] importing operation hasRoleUser
2016-07-21 10:00:15,452 INFO  [Soap11HttpBindingImporter] importing operation hasRoleUser
2016-07-21 10:00:15,453 INFO  [Soap11HttpBindingImporter] importing operation setRoleUsers
2016-07-21 10:00:15,453 INFO  [Soap11HttpBindingImporter] importing operation setUserGroupUsers
2016-07-21 10:00:15,454 INFO  [Soap11HttpBindingImporter] importing operation unsetGroupTeamsUsers
2016-07-21 10:00:15,454 INFO  [Soap11HttpBindingImporter] importing operation unsetGroupUsers
2016-07-21 10:00:15,455 INFO  [Soap11HttpBindingImporter] importing operation unsetOrganizationUsers
2016-07-21 10:00:15,455 INFO  [Soap11HttpBindingImporter] importing operation unsetPasswordPolicyUsers
2016-07-21 10:00:15,456 INFO  [Soap11HttpBindingImporter] importing operation unsetRoleUsers
2016-07-21 10:00:15,457 INFO  [Soap11HttpBindingImporter] importing operation unsetTeamUsers
2016-07-21 10:00:15,457 INFO  [Soap11HttpBindingImporter] importing operation unsetUserGroupUsers
